SUBJECT_ID	BIOSPECIMEN_ID	ARRAY_DESIGN	RDA_FILE	RDA_DESCRIPTION
A579	A579_TP1_tissue_miRNA	Human Taqman MicroRNA Array v3.0	CRC_PILOT_01_microRNA.Rda	Normalized and filtered tissue miRNA data
A591	A591_TP3_tissue_miRNA	Human Taqman MicroRNA Array v3.0	CRC_PILOT_01_microRNA.Rda	Normalized and filtered tissue miRNA data
B189	B189_TC7_tissue_miRNA	Human Taqman MicroRNA Array v3.0	CRC_PILOT_01_microRNA.Rda	Normalized and filtered tissue miRNA data
A548	A548_TP2_tissue_miRNA	Human Taqman MicroRNA Array v3.0	CRC_PILOT_01_microRNA.Rda	Normalized and filtered tissue miRNA data
A584	A584_TP1_tissue_miRNA	Human Taqman MicroRNA Array v3.0	CRC_PILOT_01_microRNA.Rda	Normalized and filtered tissue miRNA data
A632	A632_TP1_tissue_miRNA	Human Taqman MicroRNA Array v3.0	CRC_PILOT_01_microRNA.Rda	Normalized and filtered tissue miRNA data
A651	A651_TP1_tissue_miRNA	Human Taqman MicroRNA Array v3.0	CRC_PILOT_01_microRNA.Rda	Normalized and filtered tissue miRNA data
A734	A734_TP1_tissue_miRNA	Human Taqman MicroRNA Array v3.0	CRC_PILOT_01_microRNA.Rda	Normalized and filtered tissue miRNA data
B155	B155_TP2_tissue_miRNA	Human Taqman MicroRNA Array v3.0	CRC_PILOT_01_microRNA.Rda	Normalized and filtered tissue miRNA data
B20	B20_TP1_tissue_miRNA	Human Taqman MicroRNA Array v3.0	CRC_PILOT_01_microRNA.Rda	Normalized and filtered tissue miRNA data
B296	B296_TP1_tissue_miRNA	Human Taqman MicroRNA Array v3.0	CRC_PILOT_01_microRNA.Rda	Normalized and filtered tissue miRNA data
B309	B309_TP1_tissue_miRNA	Human Taqman MicroRNA Array v3.0	CRC_PILOT_01_microRNA.Rda	Normalized and filtered tissue miRNA data
B312	B312_TP1_tissue_miRNA	Human Taqman MicroRNA Array v3.0	CRC_PILOT_01_microRNA.Rda	Normalized and filtered tissue miRNA data
A154	A154_TP3_tissue_miRNA	Human Taqman MicroRNA Array v3.0	CRC_PILOT_01_microRNA.Rda	Normalized and filtered tissue miRNA data
A155	A155_TP1_tissue_miRNA	Human Taqman MicroRNA Array v3.0	CRC_PILOT_01_microRNA.Rda	Normalized and filtered tissue miRNA data
A1717	A1717_TC7_tissue_miRNA	Human Taqman MicroRNA Array v3.0	CRC_PILOT_01_microRNA.Rda	Normalized and filtered tissue miRNA data
A196	A196_TC10_tissue_miRNA	Human Taqman MicroRNA Array v3.0	CRC_PILOT_01_microRNA.Rda	Normalized and filtered tissue miRNA data
A208	A208_TP4_tissue_miRNA	Human Taqman MicroRNA Array v3.0	CRC_PILOT_01_microRNA.Rda	Normalized and filtered tissue miRNA data
A2184	A2184_TP3_tissue_miRNA	Human Taqman MicroRNA Array v3.0	CRC_PILOT_01_microRNA.Rda	Normalized and filtered tissue miRNA data
A226	A226_TP1_tissue_miRNA	Human Taqman MicroRNA Array v3.0	CRC_PILOT_01_microRNA.Rda	Normalized and filtered tissue miRNA data
